"Category","Case","Title","Status","Backlog Order","Story Points","Assigned To","Area","Priority","Milestone","Date Resolved","User Story","Release Notes","Title"
"Enhancement",180961,"Purchasers should not be able to select user if user is already enrolled in course","Resolved (To Production)",,0,"TQA Lawton","Customer View","3 – Must Fix","NexMarket v1.0.0","02/20/2025 9:08 AM",,,"Purchasers should not be able to select user if user is already enrolled in course - Case tested on Beta and ready for Production through the test process."
"Enhancement",183354,"Purchasers should be able to see users that does not meet requirements for product assignment","Resolved (To Production)",,0,"TQA Lawton","Admin: Customer","3 – Must Fix","NexMarket v1.0.0","02/20/2025 9:08 AM",,,"Purchasers should be able to see users that does not meet requirements for product assignment - Case tested on Beta and ready for Production through the test process."
"Enhancement",183373,"Client facing unassign button not functioning properly","Resolved (To Production)",,0,"TQA Lawton","Customer View","3 – Must Fix","NexMarket v1.0.0","01/16/2025 10:46 AM","case 179264",,"Client facing unassign button not functioning properly - Case tested on Beta and ready for Production through the test process."
"Enhancement",183968,"Customers must enter missing profile information (first name, last name, etc.) when sign in","Resolved (To Production)",,0,"TQA Lawton","Customer View: Store Front","3 – Must Fix","NexMarket v1.0.0","01/30/2025 10:29 AM",,,"Customers must enter missing profile information (first name, last name, etc.) when sign in - Case tested on Beta and ready for Production through the test process."
"Enhancement",183970,"Admins should be able to manage return request for entire wholesale order","Resolved (To Production)",,0,"TQA Lawton","Admin: Order: Wholesale","3 – Must Fix","NexMarket v1.0.0","01/22/2025 8:27 PM","This covers the scenario where a wholesale manager want to return the entire wholesale order rather than individual assignment within the order. The process would be the same as in the case of individual un-assignment requests.",,"Admins should be able to manage return request for entire wholesale order - Case tested on Beta and ready for Production through the test process."
"Enhancement",196584,"Students should be able to see the list of the trainings that they are currently enrolled in Nexport","Resolved (To Production)",,0,"TQA Lawton","Customer View","3 – Must Fix","NexMarket v1.0.0","12/03/2024 12:01 PM",,,"Students should be able to see the list of the trainings that they are currently enrolled in Nexport - Case tested on Beta and ready for Production through the test process."
"Enhancement",196585,"Students should be able to the list of the organizations that they are subscribing to","Resolved (To Production)",,0,"TQA Lawton","Misc","3 – Must Fix","NexMarket v1.0.0","12/03/2024 12:12 PM",,,"Students should be able to the list of the organizations that they are subscribing to - Case tested on Beta and ready for Production through the test process."
"Enhancement",196586,"Students should be able to see the status of the enrollments","Resolved (To Production)",,0,"TQA Lawton","Customer View","3 – Must Fix","NexMarket v1.0.0","12/03/2024 1:18 PM","Expiration date, last activity, enrollment status, etc...",,"Students should be able to see the status of the enrollments - Case tested on Beta and ready for Production through the test process."
"Enhancement",196587,"Students should be able to download enrollment certificates","Resolved (To Production)",,0,"TQA Lawton","Customer View","3 – Must Fix","NexMarket v1.0.0","12/03/2024 2:56 PM",,,"Students should be able to download enrollment certificates - Case tested on Beta and ready for Production through the test process."
"Enhancement",196588,"Students should be able to launch the trainings","Resolved (To Production)",,0,"TQA Lawton","Customer View","3 – Must Fix","NexMarket v1.0.0","12/03/2024 2:56 PM",,,"Students should be able to launch the trainings - Case tested on Beta and ready for Production through the test process."
"Enhancement",196589,"Students should be able to view the organization in Nexport","Resolved (To Production)",,0,"TQA Lawton","Misc","3 – Must Fix","NexMarket v1.0.0","12/03/2024 2:57 PM",,,"Students should be able to view the organization in Nexport - Case tested on Beta and ready for Production through the test process."
"Enhancement",196590,"Students should be able to view the product pages if the purchases are from marketplace","Resolved (To Production)",,0,"TQA Lawton","Customer View","3 – Must Fix","NexMarket v1.0.0","01/16/2025 10:42 AM",,,"Students should be able to view the product pages if the purchases are from marketplace - Case tested on Beta and ready for Production through the test process."
"Enhancement",198942,"Admins should be able to see customer return/refund requests within customer profile","Resolved (To Production)",,0,"TQA Lawton","Admin: Customer","3 – Must Fix","NexMarket v1.0.0","03/05/2025 9:08 AM","Within customer profile, the return/refund requests should be listed with additional info: i.e status of the request, who processed the request, etc.",,"Admins should be able to see customer return/refund requests within customer profile - Case tested on Beta and ready for Production through the test process."
"Enhancement",198943,"Admins should be able to view Nexport user profile within return/refund request details","Resolved (To Production)",,0,"TQA Lawton","Misc","3 – Must Fix","NexMarket v1.0.0","03/05/2025 9:08 AM",,,"Admins should be able to view Nexport user profile within return/refund request details - Case tested on Beta and ready for Production through the test process."
"Enhancement",198944,"Admins should be able to specify refund option for refund request","Resolved (To Production)",,0,"TQA Lawton","Misc","3 – Must Fix","NexMarket v1.0.0","03/05/2025 9:08 AM","When handling refund request, there should be list of options available to select: expire enrollment, drop enrollment or destroy enrollment.",,"Admins should be able to specify refund option for refund request - Case tested on Beta and ready for Production through the test process."
"Enhancement",215141,"Redemption assignment request should display the expiration date of the existing enrollment","Resolved (To Testing)",,0,"Stephen Dykes","Admin: Order: Wholesale","3 – Must Fix","NexMarket v1.0.0","09/30/2025 2:58 PM",,,"Redemption assignment request should display the expiration date of the existing enrollment"
"Enhancement",170216," Move the delete button to the upper right outside of the table","Resolved (Won't Implement)",,0,"Unassigned","Admin: Plugin: Mapping","3 – Must Fix","NexMarket v1.0.0","03/31/2023 8:02 AM",,," Move the delete button to the upper right outside of the table - Undoing this change"
"Enhancement (User Experience)",171551,"search card and list card appearing side by side on cancellation requests screen","Resolved (To Production)",,0,"Joseph Stalling","Misc","3 – Must Fix","NexMarket v1.0.0","11/01/2023 4:36 PM","the search card and list card on the cancellation request screen are appearing side by side.  Instead, the search card should be on top and the list card should be below it.",,"search card and list card appearing side by side on cancellation requests screen - Tested on beta, ready for production"
"Enhancement (User Experience)",171552,"delete icon missing on cancellation request edit page","Resolved (To Production)",,0,"Joseph Stalling","Misc","3 – Must Fix","NexMarket v1.0.0","11/01/2023 4:35 PM","the delete button in the top right should have a trash icon like it does everywhere else in marketplace",,"delete icon missing on cancellation request edit page - Tested on beta, ready for production"
"Enhancement (User Experience)",171556,"nexport order approval card not open/close not functioning","Resolved (To Production)",,0,"Joseph Stalling","Admin: Order: Retail","3 – Must Fix","NexMarket v1.0.0","11/01/2023 4:34 PM","the open and close function on the nexport order approval card is not working",,"nexport order approval card not open/close not functioning - Tested on beta, ready for production"
"Enhancement (User Experience)",171614,"purchase for customer purchase button is missing icon","Resolved (To Production)",,0,"Joseph Stalling","Misc","3 – Must Fix","NexMarket v1.0.0","09/12/2023 1:38 PM","on the product edit page, click the purchase for customer button in the top right. In the resulting popup window the purchase button is missing the floppy icon.",,"purchase for customer purchase button is missing icon - Tested on beta, ready for production"
"Enhancement (User Experience)",176089,"product mapping details window should display assign when redeemed option","Resolved (To Production)",,0,"Joseph Stalling","Admin: Plugin: Mapping","3 – Must Fix","NexMarket v1.0.0","02/01/2024 5:00 PM",,,"product mapping details window should display assign when redeemed option - Case tested on Beta and ready for Production through the test process."
"Enhancement (User Experience)",176090,"product mapping details window should display cannot autoredeem message if assign when redeemed is selected","Resolved (To Production)",,0,"Joseph Stalling","Admin: Plugin: Mapping","3 – Must Fix","NexMarket v1.0.0","02/01/2024 5:49 PM",,,"product mapping details window should display cannot autoredeem message if assign when redeemed is selected - Case tested on Beta and ready for Production through the test process."
"Enhancement (User Experience)",176190,"add column filters on nexport group table views","Resolved (To Production)",,0,"Joseph Stalling","Misc","3 – Must Fix","NexMarket v1.0.0","02/15/2024 9:46 AM",,,"add column filters on nexport group table views - Case tested on Beta and ready for Production through the test process."
"Enhancement (User Experience)",177761,"users should be able to see the product assigned for open ended ","Resolved (To Production)",,0,"Joseph Stalling","Admin: Order: Wholesale","3 – Must Fix","NexMarket v1.0.0","02/15/2024 9:46 AM","users should be able to see the product assigned for open ended ",,"users should be able to see the product assigned for open ended  - Case tested on Beta and ready for Production through the test process."
"Enhancement (User Experience)",177993,"revise the assign redemption form","Resolved (To Production)",,0,"Joseph Stalling","Admin: Order: Wholesale","3 – Must Fix","NexMarket v1.0.0","02/21/2024 8:14 PM","type email of the user and click a search button. If matching users exist, display them and ask wholesale manager to select one.
(If the manager doesn't select an existing user then we send an email to the address given that will prompt the user to activate the awaiting redemption)

If the product is open ended then display a selectbox for the user to pick which nexport product they would like to assign.
(otherwise just display the product)
",,"revise the assign redemption form - Case tested on Beta and ready for Production through the test process."
"Epic Story",142129,"Purchasing agents should be able to make wholesale purchases in retail stores","Resolved (Completed)",,0,"Daniel Pupek","Customer View: Store Front","3 – Must Fix","NexMarket v1.0.0","02/21/2024 9:13 AM","Wholesale and retail will be specified on the product mapping NOT the store",,"Purchasing agents should be able to make wholesale purchases in retail stores"
"Epic Story",147292,"Purchasing Agents need to be able to transfer a redemption from one student to another","Resolved (Completed)",,0,"Daniel Pupek","Admin: Order: Retail","3 – Must Fix","NexMarket v1.0.0","02/21/2024 9:14 AM",,,"Purchasing Agents need to be able to transfer a redemption from one student to another - This is a an epic that says you should be able to unassign and reassign redemption"
"Epic Story",144972,"Admins should be able to selectively update plugin localization strings","Resolved (Completed)",,0,"Thai Nguyen","Admin: Plugin: General","3 – Must Fix","NexMarket v1.0.0","08/08/2024 5:46 PM","Currently, when the Nexport plugin has been updated to the next version, the localization strings that are provided from the plugin are also updated during the start up process. However, this will override any localization strings that have been modified before. 

To mitigate the issue, the plugin configuration page should provide an option that admins can select and choose which strings will needed to be update.",,"Admins should be able to selectively update plugin localization strings"
"Epic Story",146781,"Improve My Training page","Resolved (Completed)",,0,"Thai Nguyen","Misc","3 – Must Fix","NexMarket v1.0.0","02/06/2025 10:33 AM","See the mock up tab: https://app.diagrams.net/#G1wSGdydAaP0nDj2Fp4pJsIoHeZ4ureSwY#%7B%22pageId%22%3A%228qXwYQ33AQPTByyotDcY%22%7D",,"Improve My Training page"
"Epic Story",154812,"Implement Scholarship Tracking System","Resolved (Completed)",,0,"Thai Nguyen","Admin: Plugin: General","3 – Must Fix","NexMarket v1.0.0","08/08/2024 5:46 PM",,,"Implement Scholarship Tracking System"
"Epic Story",169740,"Purchasing agents should be able to manage wholesale purchases in Marketplace","Resolved (Completed)",,0,"Thai Nguyen","Customer View: My Orders","3 – Must Fix","NexMarket v1.0.0","02/21/2024 9:13 AM","Store side view for managers of a group:

View all purchases belonging to a purchasing group",,"Purchasing agents should be able to manage wholesale purchases in Marketplace"
"Inquiry",140559,"Students in Part 2 of the HS that exceed 30 days may be forced to retake part 1 the next semester before moving forward","Resolved (Responded)",,0,"Wendy Kauffman","Customer View","3 – Must Fix","NexMarket v1.0.0","03/21/2023 4:19 PM",,,"Students in Part 2 of the HS that exceed 30 days may be forced to retake part 1 the next semester before moving forward - Received an email from Wendy about this case:  At a glance, it looks like we were just trying to ensure that students could re-enroll in Part 1 as a scenario when we first launched the enrollment site.  +Bryan Loyd - I think this is possible [ ..."
"New Feature",147391,"Store Admins should be able to assign (redeem) an open Invoice Item to a customer (student)","Resolved (Duplicate)",,0,"Daniel Pupek","Admin: Order: Retail","3 – Must Fix","NexMarket v1.0.0","10/24/2023 9:58 AM",,,"Store Admins should be able to assign (redeem) an open Invoice Item to a customer (student)"
"New Feature",147392,"Store Admins should be able to unassign an Invoice Item","Resolved (Duplicate)",,0,"Daniel Pupek","Admin: Order: Retail","3 – Must Fix","NexMarket v1.0.0","10/24/2023 10:32 AM",,,"Store Admins should be able to unassign an Invoice Item - still working on this."
"New Feature",147393,"Store Admins need to be able to make a wholesale purchase to a purchasing group","Resolved (Duplicate)",,0,"Daniel Pupek","Admin: Order: Retail","3 – Must Fix","NexMarket v1.0.0","10/24/2023 9:55 AM",,,"Store Admins need to be able to make a wholesale purchase to a purchasing group"
"New Feature",145068,"Ability to pre-enroll a student into a product but set a start date in the future","Resolved (To Production)",,0,"TQA Lawton","Admin: Order: Retail","3 – Must Fix","NexMarket v1.0.0","04/28/2025 9:42 AM","Marketplace needs to set the redemption available date (Date Enrollment Starts) to the Purchase for Customer Form",,"Ability to pre-enroll a student into a product but set a start date in the future - Case tested on Beta and ready for Production through the test process."
"New Feature",147390,"Store Admins need to be able to see all invoice items for each Purchasing Group","Resolved (To Production)",,0,"TQA Lawton","Admin: Order: Retail","3 – Must Fix","NexMarket v1.0.0","12/06/2024 11:47 AM",,,"Store Admins need to be able to see all invoice items for each Purchasing Group - Case tested on Beta and ready for Production through the test process.  Results: Process is working, further refactoring in the test case is being done."
"New Feature",154813,"Admin needs to be able to sell wholesale products to purchasing groups ","Resolved (To Production)",,0,"TQA Lawton","Admin: Plugin: General","3 – Must Fix","NexMarket v1.0.0","03/21/2024 12:18 PM","These are products that will belong to the purchasing groups ",,"Admin needs to be able to sell wholesale products to purchasing groups  - Case tested on Beta and ready for Production through the test process."
"New Feature",154814,"Admin should be able to assign redemptions to student(s)","Resolved (To Production)",,0,"TQA Lawton","Admin: Plugin: General","3 – Must Fix","NexMarket v1.0.0","01/22/2025 8:13 PM",,,"Admin should be able to assign redemptions to student(s) - Case tested on Beta and ready for Production through the test process."
"New Feature",154815,"Admin should be able to rescind scholarship(s) from a student","Resolved (To Production)",,0,"TQA Lawton","Admin: Plugin: General","3 – Must Fix","NexMarket v1.0.0","03/21/2024 12:18 PM","This is for resetting an invoice redemption or unassign it

Use the Reset Invoice Redemption API

",,"Admin should be able to rescind scholarship(s) from a student - Case tested on Beta and ready for Production through the test process."
"New Feature",154816,"Admin should be able to set the Owner Group of the redemption","Resolved (To Production)",,0,"TQA Lawton","Admin: Plugin: General","3 – Must Fix","NexMarket v1.0.0","03/21/2024 12:18 PM","Allowing Admin to assign the purchasing group to a redemption",,"Admin should be able to set the Owner Group of the redemption - Case tested on Beta and ready for Production through the test process."
"New Feature",176170,"ability to cancel a redemption which has status ""awaiting""","Resolved (To Production)",,0,"TQA Lawton","Admin: Order: Wholesale","3 – Must Fix","NexMarket v1.0.0","02/21/2024 10:30 PM","cancel button next to a redemption that is awaiting the student to redeem it on their end",,"ability to cancel a redemption which has status ""awaiting"" - Case tested on Beta and ready for Production through the test process."
"QA Task",216243,"Verify EnGen theme for marketplace 1.0","Active",,0,"Bryan Loyd","Theme","3 – Must Fix","NexMarket v1.0.0",,,,"Verify EnGen theme for marketplace 1.0 - EnGen theme is located at  https://engen.nexportmarket.dev/"
"QA Task",209568,"Verify theme changes for marketplace 1.0","Active",,0,"Bryan Loyd","Theme","3 – Must Fix","NexMarket v1.0.0",,,,"Verify theme changes for marketplace 1.0"
"QA Task",209569,"Verify McDonald theme for marketplace 1.0","Active",,0,"Bryan Loyd","Theme","3 – Must Fix","NexMarket v1.0.0",,,,"Verify McDonald theme for marketplace 1.0 - McDonald theme is located at  https://archways.nexportmarket.dev/"
"QA Task",209570,"Verify Amazon theme for marketplace 1.0","Active",,0,"Bryan Loyd","Theme","3 – Must Fix","NexMarket v1.0.0",,,,"Verify Amazon theme for marketplace 1.0 - Amazon theme is located at  https://amazon.nexportmarket.dev/"
"QA Task",209571,"Verify COHS theme for marketplace 1.0","Active",,0,"Bryan Loyd","Theme","3 – Must Fix","NexMarket v1.0.0",,,,"Verify COHS theme for marketplace 1.0 - COHS theme is located at  https://cohs.nexportmarket.dev/"
"QA Task",206129,"Verify the Extension and threshold behavior","Resolved (Complete)",,0,"TQA Lawton","Misc","3 – Must Fix","NexMarket v1.0.0","08/28/2025 10:52 AM","Need to verify that the manual setting in Approval Method is working properly.

The manual approval should always force an admin to approve the extension prior to it being processed.",,"Verify the Extension and threshold behavior"
